dwc:stateProvince	dwc:countryCode	dwc:collectionID	dwc:decimalLongitude	dwc:recordedBy	idigbio:uuid	dwc:month	commonname	dwc:collectionCode	dwc:day	taxonid	dwc:decimalLatitude	dwc:occurrenceID	dwc:basisOfRecord	dwc:institutionID	dwc:institutionCode	dwc:year	dwc:scientificName	dwc:continent	dwc:catalogNumber
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Radford, A. E.; Haesloop, John G.; Miller, Charles E.	b20ae6a1-3258-49de-b1a0-e00a18c087cc	5			9	3032690		5655787b-66ba-4136-a8c4-7228132c953e	PreservedSpecimen		NCU	1954	Heuchera longiflora	north america	NCU00061185
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Boufford, D. E.; Schram, L.; Wickland, D.; Wood, E.	60b1b214-9cd4-48d0-b91d-c0e96acf322f	5			17	3032690		328c7238-212d-4f18-a689-953e8809152f	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061180
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	3a6ebb50-a49f-4689-9455-749615087b4a	6			16	3032690		58cd24e1-d372-49eb-ac97-49e3270c94cd	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00061172
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	456e6355-8bd6-40ff-a2d3-ad1dc6ee02de	5			18	3032690		33d264d1-79ac-43d2-a151-20b73e23b731	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061168
Kentucky		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	b9de870b-1dd4-41de-9f08-f9c276e3b4e3	6			14	3032690		ac0a47c7-f1e7-4c93-8bf6-fe4319dc3966	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00190327
Kentucky		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	ecd0d747-a7c7-477d-9541-ac1b9d7ded93	6			14	3032690		94a6b2f2-6a60-47d0-8128-d863ba4311b5	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00190329
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Timothy J. Weckman; Judith E. Weckman	16caee39-d658-4f48-9119-a6aae0bc1c44	6			8	3032690		ccb512e7-6317-4031-bd8c-75d6b401f1eb	PreservedSpecimen		EKY	2000	Heuchera longiflora	north america	31234100751567
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		R. Hannan; Phillippe	a3412440-eeea-4103-9c54-b6c643395ef0	6			6	3032690		6169fb91-fde1-4dd9-b8b6-0fbd240dfb05	PreservedSpecimen		EKY	1979	Heuchera longiflora	north america	31234100569555
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Bozeman, John R.; Radford, A. E.; Logue, J. F.	a9cf1bc2-00e5-401e-933f-3226d9f3c073	4			29	3032690		6f349752-092f-4ae0-94d1-65ad5ab33b71	PreservedSpecimen		NCU	1967	Heuchera longiflora	north america	NCU00061163
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Radford, A. E.; Haesloop, John G.; Miller, Charles E.	030c8c34-4bae-49e1-b7e4-d32f11572731	5			9	3032690		5cbca174-5078-446e-a8c4-15c784792cd5	PreservedSpecimen		NCU	1954	Heuchera longiflora	north america	NCU00061186
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Ahles, Harry E.; Duke, J. A.	43e970ff-50cc-4c8d-8c38-f37b3aa9a83a	6			6	3032690		4b2f6e08-3505-4550-a1d5-1568b545e9ea	PreservedSpecimen		NCU	1958	Heuchera longiflora	north america	NCU00061182
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Boufford, D. E.; Schram, L.; Wickland, D.; Wood, E.	811c60d1-14c7-49ea-b180-163119390006	6			6	3032690		47e7a05b-fdf9-4763-9ed9-d91c54531116	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061181
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	e73f1f11-4d1c-4584-bdcb-b0b34a255252	6			16	3032690		5e3e6ecc-1a05-47e1-b8bb-d4f8330abbd3	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00061170
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	a06049a7-0799-402b-92e7-56d1062b62e3	5			18	3032690		844f2432-a8ce-4c94-b3f8-f4ac33e93a09	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061169
Tennessee		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	2dc8c98a-a4b3-4477-ad21-526bf46254f3	5			18	3032690		ab5ee2d6-f603-46d4-87c9-9741ea2b4163	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00190330
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Julian Campbell	a341ac06-40ad-445c-a43b-4408463aefb6	5			18	3032690		f8596f57-ad7d-48bc-b7ae-748ab1181fc0	PreservedSpecimen		EKY	1984	heuchera longiflora	north america	31234100569464
Tennessee		0fdd3b88-7ca2-48ad-92e0-23e26acec000		B. Eugene Wofford	ddd76717-981f-4fb4-9b0d-cb66045e5ec1	5			10	3032690		806cdc14-c461-464d-995f-1a693658c922	PreservedSpecimen		EKY	1979	Heuchera longiflora	north america	31234100569589
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	9bcc2f91-c1d6-406d-8fb3-7bfae4d0f46d	6			16	3032690		45eea60c-4ac3-4bbe-8988-ce3d386cbebe	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00061179
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Radford, A. E.; Haesloop, John G.	a7d1c4ac-4e99-41e9-820e-69aa806406a4	6			8	3032690		6ecfd7cd-8254-4755-8041-8a9284f1f964	PreservedSpecimen		NCU	1953	Heuchera longiflora	north america	NCU00061177
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	dd2db9e4-018c-4f61-aece-5187f7409219	5			18	3032690		e88262ab-0b98-480e-92f9-078ace0dceaa	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061174
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Sather, Dawson	632cd12d-cedd-48d8-b4d0-0e7caf0250be	5			28	3032690		f6e49ffb-93de-4a48-ba09-cb47ce0026fc	PreservedSpecimen		NCU	1981	Heuchera longiflora	north america	NCU00061171
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Timothy J. Weckman	d27c5384-6769-482a-bf32-6a1839b5c267	5			17	3032690		700ca767-044a-4c1f-9736-f257806ee186	PreservedSpecimen		EKY	2005	Heuchera longiflora	north america	31234100569571
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Richard H. Hannan; Loy R. Phillippe	75f0814d-803e-4fcf-a4d8-38849efbba22	6			20	3032690		0dd6ffa8-5b12-407f-971e-62afcac51403	PreservedSpecimen		EKY	1979	Heuchera longiflora	north america	31234100569522
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Timothy J. Weckman	94ddc944-0352-4537-bb13-4957148ebbe1	5			19	3032690		73429442-b4d3-48c5-8ce9-d9ca2b17d1b4	PreservedSpecimen		EKY	2005	Heuchera longiflora	north america	31234100751559
North Carolina		http://biocol.org/urn:lsid:biocol.org:col:15556	0	T. Hogg	b299ea18-cc3a-4004-98d8-418e8aa9d618	5		NY	0	3032690	0	0f771999-166d-47b3-a6b9-5e302ba5c9c0	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	1886	Heuchera aceroides Rydb.	North America	185995
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Ahles, Harry E.; Duke, J. A.	7b87bad3-8839-4e11-9852-16ff7c37f137	6			6	3032690		bd4313fe-dc92-4364-b48a-f3103fb5ed47	PreservedSpecimen		NCU	1958	Heuchera longiflora	north america	NCU00061183
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	fd43c0bf-8abf-4976-9b4b-2ee5d8ed46ce	6			2	3032690		6ab0573e-1d06-463b-8c0c-c7301937bbe4	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061176
Kentucky		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Nicely, Kenneth A.; Elmore, H. W.	58286b82-7fa2-473e-9bce-4b33b39a4f6a	6			7	3032690		d96c82e7-d080-4a1d-83bc-c0b154f31c44	PreservedSpecimen		NCU	1968	Heuchera longiflora	north america	NCU00190321
Kentucky		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Cusick, Allison W.	ba01e590-d571-4e87-9d82-bec741f56a2f	7			5	3032690		841ab5b4-88e3-4381-86bc-5cd714db96eb	PreservedSpecimen		NCU	1989	Heuchera longiflora	north america	NCU00190324
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Landon E. McKinney	cb833775-8296-4bbc-9720-dabc8b13ea37	5			12	3032690		97174afe-203a-410b-b3d2-b513ed25d76c	PreservedSpecimen		EKY	1993	Heuchera longiflora	north america	31234100751534
Tennessee		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Brian Boom	aa1a87e2-6359-44b6-b1b5-445df10d9a4c	5			28	3032690		0461b30a-1994-4477-a2ae-09c80f535942	PreservedSpecimen		EKY	1980	Heuchera longiflora	north america	31234100757804
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Julian Campbell	21e5de56-82ea-45bd-bbc5-9550ffee8e7f	5			31	3032690		84b7f4ab-5e80-4c1b-b1b8-5c0567d312f7	PreservedSpecimen		EKY	1984	heuchera longiflora	north america	31234100569480
Kentucky		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Furr, R. S.	26e87100-4241-4129-badc-49344a433f8b	6			12	3032690		737f9131-fe7f-42f7-9953-2705323a4b1f	PreservedSpecimen		NCU	1968	Heuchera longiflora	north america	NCU00190322
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Elizabeth M. Browne; Edward T. Browne Jr.	574e6cdd-1ecd-43cf-9a05-edaecf524db1	5			23	3032690		6c0d1a09-c10a-4d50-8a0d-294ae4ebb46b	PreservedSpecimen		EKY	1965	Heuchera longiflora	north america	31234100569514
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Bryce D. Fields	351029b1-14cc-482a-b9c2-9b6f193d984c	5			22	3032690		2a4ffac7-4342-4d52-b61a-ac78b1f4cf51	PreservedSpecimen		EKY	1993	Heuchera longiflora	north america	31234100751518
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	5f9b1fd9-f167-467d-b358-e357f851315a	6			16	3032690		a7be902c-17f1-4c96-93eb-07554628e2a8	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00061175
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Richard H. Hannan; Loy R. Phillippe	6e4fc6c5-6ca4-4b07-b8c3-41beeb94db32	6			6	3032690		b7a8568b-231e-4191-85dd-bbda305a53a2	PreservedSpecimen		EKY	1979	Heuchera longiflora	north america	31234100569563
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Kenneth A. Nicely	b3d747d6-ff76-4068-aed6-ee28ffad3b12	6			4	3032690		381c3d8a-26f7-4b1c-ae68-ca05b336fb2c	PreservedSpecimen		EKY	1971	Heuchera longiflora	north america	31234100569431
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Elizabeth M. Browne; Edward T. Browne Jr.	c671056a-7fe7-4d39-857f-12d895749a5d	5			22	3032690		28fb531b-4a05-4573-a23d-c3ceb8e6e9f7	PreservedSpecimen		EKY	1965	Heuchera longiflora	north america	31234100751492
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Bryce D. Fields	3a305ebb-bf6f-4738-b27d-d64e2601fb07	5			29	3032690		694cba58-33cd-4261-bcf9-c961a2a60f5b	PreservedSpecimen		EKY	1993	Heuchera longiflora	north america	31234100751526
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Richard H. Hannan; Loy R. Phillippe	cc1e2df1-e398-41e7-8104-059d1fdd0925	6			7	3032690		f73da691-5b39-4292-acfd-1b5f6def5ab6	PreservedSpecimen		EKY	1979	Heuchera longiflora	north america	31234100569449
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Jerry Buskin	5f8b2cd3-7b7b-47c5-9c97-2c8a082d91be	7			14	3032690		4fd0fdfa-a1b9-4bae-a398-de4181442e4c	HumanObservation		EKY	1972	Heuchera longiflora	north america	
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Leonard, Steven Worth	a3d8cc7f-10bd-4825-a105-994f90b34eac	5			3	3032690		ab5604fe-3342-4516-bb11-7145fbee16d8	PreservedSpecimen		NCU	1970	Heuchera longiflora	north america	NCU00061167
Kentucky		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth F.	89893d8b-8af8-407c-8c66-79813bf97a7f	6			14	3032690		7683067f-1a7e-4da3-b298-4fa721f06a87	PreservedSpecimen		NCU	1973	Heuchera longiflora	north america	NCU00190326
Tennessee		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Gillespie, J. P.; Sharp, A. J.	efcdc463-a86b-4eab-bbe6-6f778a7bbc0f	5			27	3032690		294176df-0806-4740-a7f7-18dfbf89ee6a	PreservedSpecimen		NCU	1954	Heuchera longiflora	north america	NCU00190332
Tennessee		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Gillespie, J. P.; Sharp, A. J.	08380517-3f47-474a-a532-4c761347cf26	5			27	3032690		d27f68d0-d4b9-4a95-b197-a610bba00dda	PreservedSpecimen		NCU	1954	Heuchera longiflora	north america	NCU00190333
Tennessee		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Bain, S. M.	6c134984-bf9e-4f0f-9405-2967b30b5f35	9			22	3032690		df71a6c2-a5e6-49c4-8a0d-52c3d58c76db	PreservedSpecimen		NCU	1894	Heuchera longiflora	north america	NCU00190335
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Ronald L. Jones	8c27ecf3-2070-4256-b56d-12f1fae9590c	5			11	3032690		b2719283-8e34-4009-a5fd-d45870cf8128	PreservedSpecimen		EKY	2000	Heuchera longiflora	north america	31234100569530
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Julian Campbell	87afe795-f9c6-4ec6-8eb6-2ebf30a48d27	5			22	3032690		4d69e5b4-9295-4459-886e-9d139f67cbea	PreservedSpecimen		EKY	1984	Heuchera longiflora	north america	31234100569548
Kentucky		fbad47d8-6a83-4e5c-bbfc-625c2516f81a		Elizabeth M. Browne, Edward T. Browne Jr.	f2df26ff-6f0b-4e70-99a9-fc29f597f6e6					3032690		b6d42546-953c-4791-b002-b04f7730f64c	PreservedSpecimen		MEM		Heuchera longiflora var. aceroides	north america	MEM005542
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wells, Elizabeth	b4b4c1dc-d4d5-4834-bb49-89319e7c0388	5			18	3032690		2242e751-03d3-4488-aeda-ebae18478151	PreservedSpecimen		NCU	1974	Heuchera longiflora	north america	NCU00061173
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Richard H. Hannan; Loy R. Phillippe	74bb8eaf-19ff-4e2c-885b-fd055178477b	5			31	3032690		7c9cd92e-29b9-429b-be4b-ad1a83b9cf99	PreservedSpecimen		EKY	1979	Heuchera longiflora	north america	31234100569472
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Elizabeth M. Browne; Edward T. Browne Jr.	c53b523a-ebc8-4d52-acc4-75e4808d0d23	5			23	3032690		3b7d9286-1329-4325-8fba-e79298423e65	PreservedSpecimen		EKY	1965	Heuchera longiflora	north america	31234100569506
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000	-83.235467	M. Greene	5bc0dc35-cb9a-4940-8824-0636f4a7f50b	4			30	3032690	38.12955	19b2d8e8-1718-458a-90d2-2b57f732adc4	PreservedSpecimen		EKY	2012	Heuchera longiflora	north america	31234100569498
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000	-83.2366	M. Greene	39eb494f-3f39-4ff6-b6ce-19b4da1661b9	5			25	3032690	38.125833	21171f15-5292-49e1-b932-c3bf2ebe066c	PreservedSpecimen		EKY	2012	Heuchera longiflora	north america	31234100751500
North Carolina	US		-82.990833	C. Davidson, D. E. Boufford, Sharon Christoph, Tomomi Masaki	e5341a4a-6b4c-4f0d-ba7e-f4bae1e8f6ea	5		Vascular	16	3032690	35.666389	878479f1-d7dd-4c0e-96ae-ab28a771253e	PreservedSpecimen		SRP	2015	Heuchera longiflora	north america	52385
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Kenneth A. Nicely	ceac7443-40a8-481a-a276-d92ecc6ab7ce	6			4	3032690		c6d944db-e6f7-4e1e-aae7-0d38d71b2746	PreservedSpecimen		EKY	1971	Heuchera longiflora	north america	
Kentucky		b01784c6-c5d7-11e4-b6af-00163e00498d		R.A. Evers & Clara V. Evers	8ac46cb2-b6ba-468b-8027-e916b591f166	5			28	3032690		9d0f004d-ab42-4159-9b66-5403807fee25	PreservedSpecimen		ILLS	1975	Heuchera longiflora	north america	
Kentucky		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Kenneth A. Nicely	ef784777-711b-4808-8304-ddd71e7cebac	6			4	3032690		b0d29221-abbd-4ffe-92c2-7ba60bd5f8b6	PreservedSpecimen		EKY	1971	heuchera longiflora	north america	
				Leonard SW	ea518acb-6425-4653-9c63-3046c24373e9			Botany		3032690		http://data.biodiversitydata.nl/naturalis/specimen/U.1733753	PreservedSpecimen				Heuchera longiflora Rydb. var. aceroides (Rydb. ex Small) Rosend., Butters & Lakela	America	
West Virginia		a3883acd-bc7d-40f2-a6e4-372a3435e5d1		Davis, H.A.; Davis, T.	33253e9a-d040-43b2-b289-2172321cc8e8					3032690		92B03AC7-FBCA-4EC6-BBF9-6645C3AB5565	PreservedSpecimen		CM	1952	Heuchera longiflora	north america	CM132664
West Virginia		a3883acd-bc7d-40f2-a6e4-372a3435e5d1		Davis, H.A.; Davis, T.	ff7adb9b-2912-4f3c-b4d8-ad791283c8ca					3032690		DFECF1DB-2182-4DDE-89AF-B65C466486D5	PreservedSpecimen		CM	1951	Heuchera longiflora	north america	CM132665
West Virginia		0fdd3b88-7ca2-48ad-92e0-23e26acec000		Landon McKinney	53b549dc-109f-497e-bce7-e3aacf959815					3032690		996da696-ea9c-42e2-b3c3-2859ff723fe0	PreservedSpecimen		EKY	2008	Heuchera longiflora	north america	31234100569597
West Virginia		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Furr, R. S.	71da7367-18bf-4153-8c27-d8a25062aefd					3032690		078a7337-09b1-44d9-ad6d-c3c7fdd8d206	PreservedSpecimen		NCU	1968	Heuchera longiflora	north america	NCU00190342
Alabama		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Whetstone, R. D.; Bollinger, C. A.	756d6e00-a4a8-4668-bf54-016e4bc7e6b0					3032690		4a7eb16c-af28-4302-bb4a-d08c4673cbce	PreservedSpecimen		NCU	1981	Heuchera longiflora	north america	NCU00181140
North Carolina		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Wiser, Susan K.	195bb2da-df45-4d5b-86b2-eb423ebf52ab					3032690		a8621d5d-f19d-40fc-b1fe-17e4bcad424f	PreservedSpecimen		NCU	1990	Heuchera longiflora	north america	NCU00061162
Alabama		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Sorrie, B. A.; Finch, W.	955c4b1f-426e-44b1-8867-550cb94abb29					3032690		b792afaf-e04e-4af1-b176-ec77d58c0b2c	PreservedSpecimen		NCU	1999	Heuchera longiflora	north america	NCU00020140
West Virginia		17f2d0fa-39a6-4465-8055-1d6fc12eeda2		Furr, R. S.	ae421505-5bad-4078-be0d-ae3c3a2b24fb					3032690		4ef2523d-af47-49b6-8f3d-4768a4f3bffd	PreservedSpecimen		NCU	1968	Heuchera longiflora	north america	NCU00190343
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			d314c822-e915-477d-864b-74d3c93afdf3					3032690		ed68fb93-138a-48be-87ac-8489965a841f	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018846
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			b6a49e0f-8195-42a3-bfaa-e147138c5a89					3032690		c8ec698e-382c-4094-bbf3-bd9943d6ece6	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018839
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			c26f4b83-394d-40a0-b91c-5247deae0b84					3032690		ebb488ec-1114-458f-af09-bd5633886ba3	PreservedSpecimen		WCUH		Heuchera longiflora var. aceroides	north america	WCUH0024250
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			6ab1695c-f7a7-4280-acce-cc0958f0e181					3032690		bda521bc-4769-4ebc-9baa-c4813b1c2711	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018843
Kentucky		urn:lsid:biocol.org:col:15610			a19204b9-8eee-4ab5-bff3-c3ebf9ab6a31					3032690		1f02981a-1783-4359-87a3-7d660277bdf2	PreservedSpecimen		GA		Heuchera longiflora	north america	GA154360
Tennessee		urn:lsid:biocol.org:col:15610			7f6b4281-83f8-4b2f-a2e6-49c8f7d9cbe9					3032690		493501c6-995d-4b80-895e-8bfa53c107ff	PreservedSpecimen		GA		Heuchera longiflora	north america	GA154359
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			4f8ba76d-f4fb-4061-9348-e91baf0e6738					3032690		19b1392b-9d57-466d-a492-82df9177dc00	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018842
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			f67f2bb7-d271-45d6-89c4-3b13aadcd4b2					3032690		002d8851-a17d-491c-a2a2-cd8bee5ee970	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018841
Tennessee		urn:lsid:biocol.org:col:15610			d0ae9b5d-31e6-4aac-890c-4bdbd99d691e					3032690		0b325f81-36bc-4cd9-a919-c47e1978cd4c	PreservedSpecimen		GA		Heuchera longiflora	north america	GA154358
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			5a8252ab-ee51-467a-b80c-67db834e9345					3032690		0cc1ffb7-c319-42a8-ba8c-1ac50f491f79	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018837
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			7046943a-4b33-4009-ab64-ca8970943f66					3032690		101e4e82-7429-4cc6-aa97-39eab02bc6ae	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018838
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			e4df35b1-4ba4-4f62-a400-029d2b5e0fa2					3032690		cfcce555-d245-40f1-b0de-9c9c7a335957	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018840
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			cb04c5a1-adac-41ec-81a2-11234a8e1b33					3032690		05713ac2-c4aa-4094-8bda-9f22280bb480	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018844
Kentucky		48213078-a804-4ef1-93bb-0ac993455571			77baf2f7-0801-481a-b460-83a892b549b6					3032690		ab747986-9af7-47ed-8601-91b2903433a9	PreservedSpecimen		KNK		Heuchera longiflora	north america	31973000018845
North Carolina		urn:lsid:biocol.org:col:15610			39a25fb8-777d-441c-8b5c-fd17145d503d					3032690		27cc921a-572b-4f58-8dc3-3dfe22d6214c	PreservedSpecimen		GA		Heuchera longiflora	north america	GA154357
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			409765f7-76ec-4157-87da-422be93a3400					3032690		8f8927b7-8e8e-450b-b03f-7e34177cec4f	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0024252
Jalisco		b20b8d91-3255-4926-93e6-af9c6ad60faf		Iltis	c7c761b9-397b-4515-a0bf-1370d6cec27e					3032690		6ff7cbff-4048-4f50-8778-e586b6671569	PreservedSpecimen		WIS		Heuchera longiflora	north america	v0264868WIS
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			1262b7cd-e56c-4052-b008-3f6349157837					3032690		007b93d3-499a-4290-93b9-133b06874fd2	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0024253
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			6366f0e7-98a4-44dc-aa50-1cef16f6ee2f					3032690		e6aeae37-2c89-40b7-9126-9f8c7a2a9427	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0026593
North Carolina		48213078-a804-4ef1-93bb-0ac993455571			777868d4-936b-43dc-bc4e-0db9ae8fe0e4					3032690		2af93671-a88f-41eb-869d-c79198476de4	PreservedSpecimen		KNK		Heuchera aceroides	north america	31973000018847
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			662f9a1b-62b9-4a6b-a598-fd0494cc6e32					3032690		5cd653b8-9576-4db5-bb42-02d7c5d5f7fe	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0024254
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			ee52b0cf-a4f7-4ec9-b3fa-cda9a8fd3e56					3032690		ae0216df-d2b0-40e3-b816-47908aab5954	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0026594
Tennessee		daf7f698-000a-4721-8e61-df3ef5577497			c2411251-3c80-4207-82ab-a593386a0bb9					3032690		7d96f461-d80a-42e1-9701-d3592e9b371f	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0026595
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			56346467-e7be-4542-9360-0636e6a3a0b5					3032690		db8d6fbb-3a48-4b9e-8b31-95ec4ed5ea48	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0026596
Kentucky		274b5332-1247-4374-b124-c819b814cd6e			c372d04c-431a-4288-aca9-45011c6add7d					3032690		3fdd10ec-3498-46bf-8e04-cd253b887a3f	PreservedSpecimen		DUKE		Heuchera longiflora	north america	DUKE10078948
North Carolina		daf7f698-000a-4721-8e61-df3ef5577497			f9ca1d7a-3767-4d81-a4d7-81fe6c2d7475					3032690		bf077999-21cd-42bc-9a1c-0ec82bcd1727	PreservedSpecimen		WCUH		Heuchera longiflora	north america	WCUH0024251
Tennessee		024f44f2-a2f5-4daa-b306-c11efb5aa4d0			b46ccbf2-3be8-480c-a56a-7e1992b53ba8					3032690		839353e0-4dbb-4441-b113-ae88f14228fb	PreservedSpecimen		NCSC		Heuchera longiflora	north america	NCSC00060687
Virginia		8096c73b-8c2c-4a78-8cef-24ba658a259a			6af2345e-f1be-4451-a05b-c2faab263a7c					3032690		245d20e5-75d3-4d6d-a98e-8e5ccb705706	PreservedSpecimen		FARM		Heuchera longiflora	north america	FARM-0036689
Kentucky		024f44f2-a2f5-4daa-b306-c11efb5aa4d0			d50d7d64-0b50-439c-b465-631182d185d1					3032690		fccf049d-a25b-464d-b6fe-c30b8bcf819c	PreservedSpecimen		NCSC		Heuchera longiflora	north america	NCSC00060686
North Carolina		024f44f2-a2f5-4daa-b306-c11efb5aa4d0			6675f8e5-48f9-4471-92fe-c5feb88797bb					3032690		16117baa-9d1b-43a9-88a3-252631c70c18	PreservedSpecimen		NCSC		Heuchera longiflora	north america	NCSC00060630
